rank	node	node_type	visit_count	visit_prob	degree
4080	ACE2	gene	105450	5.79e-05	25
4081	H2BC6	gene	105423	5.789e-05	34
4082	KISS1	gene	105423	5.789e-05	20
4083	HLA-B	gene	105415	5.789e-05	29
4084	ZSWIM4	gene	105395	5.787e-05	25
4085	SULF2	gene	105386	5.787e-05	40
4086	FGF8	gene	105278	5.781e-05	36
4087	APPBP2	gene	105268	5.78e-05	38
4088	PHF23	gene	105242	5.779e-05	34
4089	TCERG1	gene	105229	5.778e-05	41
4090	EXOC3	gene	105136	5.773e-05	30
4091	CHCHD3	gene	105134	5.773e-05	35
4092	PLS1	gene	105117	5.772e-05	34
4093	F11R	gene	105095	5.771e-05	24
4094	EIF2S3	gene	105079	5.77e-05	49
4095	PM20D2	gene	105055	5.769e-05	31
4096	RUNX3	gene	105051	5.769e-05	29
4097	ERBIN	gene	105009	5.766e-05	32
4098	PER3	gene	104994	5.765e-05	27
4099	SH2B3	gene	104954	5.763e-05	30
4100	ABHD14A	gene	104935	5.762e-05	32
4101	ALG13	gene	104896	5.76e-05	56
4102	HOMER3	gene	104880	5.759e-05	31
4103	NELFA	gene	104872	5.759e-05	28
4104	ITGA2B	gene	104860	5.758e-05	23
4105	RPS10-NUDT3	gene	104821	5.756e-05	52
4106	LRRC8C	gene	104813	5.755e-05	25
4107	EIF3H	gene	104753	5.752e-05	40
4108	MN1	gene	104735	5.751e-05	34
4109	FZD2	gene	104733	5.751e-05	22
4110	DNAJC19	gene	104677	5.748e-05	46
4111	OPRM1	gene	104606	5.744e-05	28
4112	LCA5L	gene	104584	5.743e-05	36
4113	SLC37A3	gene	104526	5.74e-05	22
4114	WDR1	gene	104520	5.739e-05	43
4115	PPP2R5D	gene	104479	5.737e-05	34
4116	OFD1	gene	104458	5.736e-05	39
4117	EIF4A2	gene	104415	5.734e-05	36
4118	RNF41	gene	104318	5.728e-05	33
4119	DHRS9	gene	104293	5.727e-05	18
4120	COIL	gene	104241	5.724e-05	47
4121	TBL3	gene	104236	5.724e-05	37
4122	FAM126A	gene	104214	5.723e-05	23
4123	PSMB5	gene	104209	5.722e-05	36
4124	MBD2	gene	104209	5.722e-05	34
4125	CSGALNACT1	gene	104201	5.722e-05	26
4126	HOOK1	gene	104182	5.721e-05	41
4127	TAF11	gene	104035	5.713e-05	28
4128	TRA2B	gene	103970	5.709e-05	40
4129	GRIA1	gene	103929	5.707e-05	28
4130	CPNE8	gene	103886	5.705e-05	38
4131	TOMM22	gene	103874	5.704e-05	36
4132	EFL1	gene	103857	5.703e-05	51
4133	JMJD1C	gene	103855	5.703e-05	46
4134	GNPTG	gene	103852	5.703e-05	24
4135	PCSK6	gene	103849	5.703e-05	24
4136	SINHCAF	gene	103846	5.702e-05	28
4137	CRAT	gene	103771	5.698e-05	31
4138	EIF3G	gene	103767	5.698e-05	47
4139	GFOD2	gene	103728	5.696e-05	30
4140	LRPAP1	gene	103691	5.694e-05	42
4141	SCYL3	gene	103688	5.694e-05	38
4142	PLXNB2	gene	103655	5.692e-05	23
4143	SERPINA1	gene	103654	5.692e-05	29
4144	COPG1	gene	103611	5.689e-05	32
4145	MDK	gene	103606	5.689e-05	35
4146	FZD7	gene	103569	5.687e-05	25
4147	SOX13	gene	103547	5.686e-05	26
4148	ZNF507	gene	103525	5.685e-05	26
4149	NRXN2	gene	103503	5.684e-05	23
4150	EXOSC1	gene	103499	5.683e-05	40
4151	ATP5MC1	gene	103405	5.678e-05	29
4152	NICN1	gene	103367	5.676e-05	17
4153	SF3B6	gene	103342	5.675e-05	32
4154	PAX6	gene	103332	5.674e-05	35
4155	ATG3	gene	103305	5.673e-05	27
4156	ZNF608	gene	103303	5.673e-05	41
4157	STRAP	gene	103302	5.673e-05	41
4158	SIK3	gene	103270	5.671e-05	33
4159	SUGT1	gene	103264	5.67e-05	40
4160	PWWP3A	gene	103252	5.67e-05	36
4161	PFDN6	gene	103137	5.663e-05	34
4162	EXTL2	gene	103134	5.663e-05	27
4163	ADCK2	gene	103112	5.662e-05	40
4164	H2BC10	gene	103048	5.659e-05	35
4165	CADPS	gene	103047	5.659e-05	31
4166	JUND	gene	103036	5.658e-05	34
4167	BDNF	gene	103029	5.658e-05	28
4168	GPS2	gene	103029	5.658e-05	40
4169	KITLG	gene	102993	5.656e-05	26
4170	SLC25A13	gene	102948	5.653e-05	45
4171	RPGRIP1	gene	102921	5.652e-05	23
4172	LUC7L2	gene	102920	5.652e-05	46
4173	FDX1	gene	102775	5.644e-05	38
4174	ANKRD50	gene	102769	5.643e-05	31
4175	DCAF8	gene	102748	5.642e-05	32
4176	SKI	gene	102717	5.64e-05	33
4177	DTYMK	gene	102717	5.64e-05	26
4178	ATG14	gene	102692	5.639e-05	30
4179	AFF4	gene	102535	5.63e-05	31
4180	MYL12A	gene	102531	5.63e-05	42
4181	THOC1	gene	102530	5.63e-05	40
4182	HDLBP	gene	102528	5.63e-05	36
4183	BMS1	gene	102464	5.626e-05	35
4184	GNG5	gene	102457	5.626e-05	25
4185	PAPOLA	gene	102434	5.625e-05	32
4186	ANAPC2	gene	102419	5.624e-05	29
4187	NUP85	gene	102400	5.623e-05	32
4188	KLC3	gene	102383	5.622e-05	40
4189	LMO7	gene	102351	5.62e-05	37
4190	WASF1	gene	102346	5.62e-05	27
4191	EIF3L	gene	102340	5.62e-05	48
4192	DNAJC15	gene	102316	5.618e-05	52
4193	AP4M1	gene	102283	5.617e-05	33
4194	NCKAP5L	gene	102243	5.614e-05	37
4195	CAMK2D	gene	102225	5.613e-05	39
4196	MON1A	gene	102170	5.61e-05	23
4197	HMG20A	gene	102130	5.608e-05	35
4198	STON1	gene	102089	5.606e-05	24
4199	DOCK9	gene	102084	5.606e-05	35
4200	KIF22	gene	102073	5.605e-05	37
4201	WDR35	gene	102069	5.605e-05	30
4202	GAR1	gene	102017	5.602e-05	39
4203	ESYT1	gene	102007	5.601e-05	30
4204	CECR2	gene	101978	5.6e-05	38
4205	RPS6KA6	gene	101973	5.6e-05	36
4206	TRIP13	gene	101942	5.598e-05	35
4207	BOP1	gene	101912	5.596e-05	44
4208	ARCN1	gene	101906	5.596e-05	34
4209	ZNF354C	gene	101875	5.594e-05	22
4210	WNK2	gene	101869	5.594e-05	34
4211	RBL1	gene	101868	5.594e-05	33
4212	TPM1	gene	101859	5.593e-05	38
4213	NPLOC4	gene	101852	5.593e-05	32
4214	E2F4	gene	101836	5.592e-05	32
4215	PNPLA7	gene	101775	5.589e-05	28
4216	TUSC2	gene	101770	5.588e-05	29
4217	TCEA2	gene	101718	5.586e-05	35
4218	SDCBP	gene	101680	5.583e-05	36
4219	USE1	gene	101664	5.583e-05	27
4220	IMPA1	gene	101643	5.581e-05	35
4221	NFE2L2	gene	101637	5.581e-05	37
4222	RELB	gene	101611	5.58e-05	38
4223	KIF18A	gene	101609	5.58e-05	33
4224	LRRC8D	gene	101595	5.579e-05	24
4225	CASP8AP2	gene	101592	5.579e-05	38
4226	LUC7L	gene	101575	5.578e-05	45
4227	CDC42SE2	gene	101549	5.576e-05	49
4228	GMPPA	gene	101547	5.576e-05	36
4229	HLA-DRB1	gene	101480	5.572e-05	27
4230	ANKRD55	gene	101454	5.571e-05	40
4231	PRAMEF15	gene	101449	5.571e-05	52
4232	RRAGC	gene	101434	5.57e-05	27
4233	HAUS1	gene	101421	5.569e-05	31
4234	SEH1L	gene	101415	5.569e-05	28
4235	SNRPN	gene	101396	5.568e-05	33
4236	FGD1	gene	101382	5.567e-05	22
4237	BRD9	gene	101315	5.563e-05	31
4238	ANP32E	gene	101311	5.563e-05	31
4239	PRAMEF6	gene	101264	5.561e-05	52
4240	SIAH1	gene	101251	5.56e-05	32
4241	RSPH4A	gene	101213	5.558e-05	31
4242	SLC36A4	gene	101198	5.557e-05	13
4243	THRA	gene	101193	5.557e-05	31
4244	RAB40C	gene	101188	5.556e-05	29
4245	CCDC77	gene	101147	5.554e-05	35
4246	PLB1	gene	101146	5.554e-05	23
4247	CDYL	gene	101134	5.553e-05	51
4248	GIPC1	gene	101048	5.549e-05	28
4249	MAGEA3	gene	101024	5.547e-05	38
4250	MOCS1	gene	100991	5.546e-05	25
4251	PHYHIPL	gene	100955	5.544e-05	36
4252	GLRX3	gene	100884	5.54e-05	29
4253	RNPS1	gene	100881	5.54e-05	45
4254	SMC2	gene	100867	5.539e-05	36
4255	PLCG2	gene	100866	5.539e-05	26
4256	TXNDC9	gene	100849	5.538e-05	35
4257	ATG13	gene	100847	5.538e-05	35
4258	MEX3A	gene	100812	5.536e-05	41
4259	ZUP1	gene	100770	5.533e-05	40
4260	H7C0C1_HUMAN	gene	100686	5.529e-05	28
4261	IGSF3	gene	100680	5.529e-05	36
4262	DUSP11	gene	100677	5.528e-05	39
4263	WDR83	gene	100674	5.528e-05	36
4264	GLP1R	gene	100664	5.528e-05	27
4265	TAZ	gene	100635	5.526e-05	33
4266	SPAG9	gene	100617	5.525e-05	37
4267	MAP4K4	gene	100590	5.524e-05	33
4268	CRIM1	gene	100588	5.523e-05	55
4269	UTP14A	gene	100570	5.522e-05	39
4270	EMILIN1	gene	100543	5.521e-05	31
4271	PRDX2	gene	100537	5.521e-05	41
4272	SCN2B	gene	100519	5.52e-05	29
4273	KAT6A	gene	100514	5.519e-05	38
4274	LSM6	gene	100489	5.518e-05	30
4275	FGFR3	gene	100466	5.517e-05	28
4276	HK1	gene	100464	5.517e-05	34
4277	APAF1	gene	100420	5.514e-05	36
4278	C9orf16	gene	100408	5.514e-05	23
4279	UBTD1	gene	100406	5.513e-05	29
4280	PSMA5	gene	100373	5.512e-05	36
4281	RRBP1	gene	100320	5.509e-05	35
4282	GPT	gene	100317	5.509e-05	24
4283	TBL1X	gene	100306	5.508e-05	34
4284	SEMA3E	gene	100277	5.506e-05	21
4285	RALA	gene	100264	5.506e-05	34
4286	TFE3	gene	100262	5.506e-05	32
4287	SPDYE11	gene	100260	5.505e-05	56
4288	KIF2B	gene	100257	5.505e-05	31
4289	MARK2	gene	100197	5.502e-05	38
4290	CRTC3	gene	100186	5.501e-05	34
4291	PCDHB7	gene	100162	5.5e-05	24
4292	GCM1	gene	100147	5.499e-05	21
4293	RBPMS	gene	100146	5.499e-05	34
4294	RRAGA	gene	100105	5.497e-05	25
4295	PPP3CB	gene	100083	5.496e-05	32
4296	GNG12	gene	100068	5.495e-05	25
4297	FANCM	gene	99970	5.49e-05	29
4298	ELOVL6	gene	99957	5.489e-05	20
4299	HTRA2	gene	99922	5.487e-05	30
4300	PIAS1	gene	99902	5.486e-05	39
4301	UTP6	gene	99889	5.485e-05	33
4302	BTBD6	gene	99873	5.484e-05	32
4303	GSTO1	gene	99835	5.482e-05	40
4304	MAF1	gene	99830	5.482e-05	31
4305	HSF4	gene	99814	5.481e-05	42
4306	TGFA	gene	99760	5.478e-05	25
4307	STK32C	gene	99748	5.477e-05	41
4308	AP3S1	gene	99728	5.476e-05	30
4309	NELFE	gene	99715	5.476e-05	27
4310	TADA1	gene	99706	5.475e-05	36
4311	SPDYE9P	gene	99706	5.475e-05	56
4312	ENSP00000498801	gene	99701	5.475e-05	56
4313	RXFP4	gene	99694	5.474e-05	15
4314	DNMT3L	gene	99663	5.473e-05	34
4315	TRIOBP	gene	99650	5.472e-05	32
4316	SPDYE14	gene	99647	5.472e-05	56
4317	ENSP00000499200	gene	99642	5.472e-05	56
4318	CYB5R2	gene	99637	5.471e-05	19
4319	MAP1B	gene	99584	5.468e-05	35
4320	NUP35	gene	99583	5.468e-05	30
4321	TOP3B	gene	99572	5.468e-05	50
4322	OCRL	gene	99538	5.466e-05	30
4323	STX11	gene	99514	5.464e-05	29
4324	PLAU	gene	99508	5.464e-05	25
4325	LAMA1	gene	99492	5.463e-05	22
4326	MTCH2	gene	99481	5.463e-05	44
4327	FLOT2	gene	99477	5.462e-05	37
4328	TOLLIP	gene	99457	5.461e-05	36
4329	ERCC4	gene	99443	5.461e-05	30
4330	SFXN5	gene	99430	5.46e-05	29
4331	PREP	gene	99421	5.459e-05	34
4332	BABAM2	gene	99384	5.457e-05	30
4333	NR2C1	gene	99338	5.455e-05	37
4334	IK	gene	99296	5.453e-05	33
4335	HAUS7	gene	99290	5.452e-05	28
4336	FAM98A	gene	99278	5.452e-05	40
4337	AVP	gene	99228	5.449e-05	25
4338	PHF1	gene	99212	5.448e-05	37
4339	SGF29	gene	99203	5.447e-05	29
4340	FGF3	gene	99183	5.446e-05	31
4341	RTRAF	gene	99181	5.446e-05	36
4342	FUT11	gene	99176	5.446e-05	25
4343	FOXG1	gene	99132	5.444e-05	42
4344	SNX6	gene	99114	5.443e-05	34
4345	FMN1	gene	99097	5.442e-05	29
4346	FBXO22	gene	99074	5.44e-05	34
4347	SPDYE8P	gene	99052	5.439e-05	56
4348	UHRF1	gene	99022	5.437e-05	35
4349	GGA1	gene	99001	5.436e-05	25
4350	EDC4	gene	98995	5.436e-05	37
4351	PDIK1L	gene	98986	5.436e-05	26
4352	DRG1	gene	98981	5.435e-05	49
4353	GK3P	gene	98970	5.435e-05	38
4354	EIF2AK3	gene	98934	5.433e-05	32
4355	VTI1A	gene	98922	5.432e-05	23
4356	HRH1	gene	98894	5.43e-05	18
4357	KLC4	gene	98870	5.429e-05	36
4358	BBS12	gene	98854	5.428e-05	22
4359	GTPBP6	gene	98841	5.428e-05	30
4360	LDB1	gene	98734	5.422e-05	24
4361	RRP7A	gene	98717	5.421e-05	34
4362	POP1	gene	98706	5.42e-05	40
4363	EXOSC9	gene	98660	5.418e-05	38
4364	TLE4	gene	98659	5.418e-05	24
4365	EMC4	gene	98639	5.416e-05	40
4366	RBMX2	gene	98611	5.415e-05	32
4367	CD79B	gene	98609	5.415e-05	34
4368	FOXRED1	gene	98606	5.415e-05	28
4369	EI24	gene	98576	5.413e-05	35
4370	KLF4	gene	98543	5.411e-05	31
4371	TOMM20	gene	98524	5.41e-05	34
4372	PSMD8	gene	98507	5.409e-05	29
4373	TFIP11	gene	98505	5.409e-05	41
4374	SYNPO	gene	98491	5.408e-05	46
4375	SEC24B	gene	98425	5.405e-05	29
4376	WBP11	gene	98361	5.401e-05	31
4377	DCAF6	gene	98352	5.401e-05	30
4378	NBN	gene	98345	5.4e-05	32
4379	MVD	gene	98323	5.399e-05	31
4380	HTATIP2	gene	98308	5.398e-05	39
4381	RGMB	gene	98298	5.398e-05	14
4382	TMEM39A	gene	98259	5.396e-05	28
4383	DDX56	gene	98234	5.394e-05	43
4384	APOA2	gene	98231	5.394e-05	25
4385	EXOSC6	gene	98219	5.393e-05	36
4386	FNIP2	gene	98195	5.392e-05	22
4387	DCAF11	gene	98182	5.391e-05	28
4388	STX10	gene	98175	5.391e-05	25
4389	SDHB	gene	98125	5.388e-05	43
4390	TACR1	gene	98076	5.386e-05	26
4391	UBD	gene	98058	5.385e-05	45
4392	USP39	gene	98038	5.383e-05	38
4393	RABIF	gene	98027	5.383e-05	32
4394	CCNL2	gene	98022	5.383e-05	29
4395	RAB14	gene	97977	5.38e-05	35
4396	VAV2	gene	97955	5.379e-05	26
4397	KLHL41	gene	97954	5.379e-05	23
4398	POLD2	gene	97937	5.378e-05	30
4399	MYOM2	gene	97918	5.377e-05	28
4400	KIAA1217	gene	97917	5.377e-05	37
4401	BICC1	gene	97900	5.376e-05	30
4402	LSM14B	gene	97897	5.376e-05	42
4403	FLT1	gene	97879	5.375e-05	27
4404	SUCLG2	gene	97863	5.374e-05	33
4405	EXOSC5	gene	97806	5.371e-05	35
4406	PPIH	gene	97803	5.371e-05	39
4407	ZFP36L2	gene	97752	5.368e-05	39
4408	RBBP8	gene	97732	5.367e-05	30
4409	RIPK3	gene	97731	5.367e-05	39
4410	BMF	gene	97696	5.365e-05	27
4411	HDHD3	gene	97693	5.365e-05	37
4412	ZNF521	gene	97672	5.363e-05	28
4413	SLC2A6	gene	97663	5.363e-05	54
4414	ASB6	gene	97662	5.363e-05	32
4415	HLA-C	gene	97660	5.363e-05	27
4416	DCP1B	gene	97555	5.357e-05	32
4417	PSMB2	gene	97523	5.355e-05	33
4418	MUTYH	gene	97523	5.355e-05	31
4419	PRKAA2	gene	97513	5.355e-05	29
4420	DCXR	gene	97502	5.354e-05	28
4421	MYB	gene	97501	5.354e-05	38
4422	SMO	gene	97495	5.354e-05	18
4423	MFHAS1	gene	97480	5.353e-05	27
4424	MTRF1L	gene	97472	5.352e-05	44
4425	MTERF3	gene	97470	5.352e-05	49
4426	SDC2	gene	97436	5.35e-05	32
4427	TET3	gene	97428	5.35e-05	33
4428	ITPKB	gene	97419	5.349e-05	29
4429	PAFAH1B3	gene	97389	5.348e-05	25
4430	UTP4	gene	97373	5.347e-05	33
4431	ELAVL2	gene	97358	5.346e-05	37
4432	GNG7	gene	97356	5.346e-05	21
4433	SEC24C	gene	97323	5.344e-05	31
4434	FGF1	gene	97301	5.343e-05	27
4435	ARHGAP29	gene	97289	5.342e-05	29
4436	NAP1L1	gene	97221	5.339e-05	41
4437	ZFP62	gene	97221	5.339e-05	39
4438	PQBP1	gene	97212	5.338e-05	32
4439	MLH1	gene	97204	5.338e-05	34
4440	NT5M	gene	97188	5.337e-05	13
4441	MYO19	gene	97188	5.337e-05	48
4442	MYO15B	gene	97175	5.336e-05	32
4443	TICAM1	gene	97145	5.334e-05	40
4444	ADD1	gene	97126	5.333e-05	30
4445	DNAJB4	gene	97097	5.332e-05	40
4446	MACROH2A2	gene	97097	5.332e-05	44
4447	G6PC3	gene	97073	5.33e-05	18
4448	FGB	gene	97062	5.33e-05	35
4449	TNRC6C	gene	97050	5.329e-05	41
4450	RPRD1B	gene	97014	5.327e-05	41
4451	RPS6KA2	gene	97012	5.327e-05	42
4452	TACC3	gene	97010	5.327e-05	35
4453	LYPD1	gene	96986	5.326e-05	24
4454	ETHE1	gene	96960	5.324e-05	44
4455	S100A9	gene	96944	5.323e-05	42
4456	PSIP1	gene	96924	5.322e-05	39
4457	WDR12	gene	96896	5.321e-05	40
4458	RPS4Y2	gene	96873	5.319e-05	44
4459	ARPC4	gene	96853	5.318e-05	28
4460	PPP2R5E	gene	96853	5.318e-05	29
4461	LEPROT	gene	96848	5.318e-05	9
4462	COPS4	gene	96825	5.317e-05	29
4463	SREBF1	gene	96807	5.316e-05	31
4464	ARPC5	gene	96804	5.316e-05	29
4465	RBFOX2	gene	96761	5.313e-05	34
4466	PRDX6	gene	96748	5.313e-05	39
4467	CSE1L	gene	96717	5.311e-05	36
4468	AKAP8L	gene	96698	5.31e-05	39
4469	ADCY10	gene	96696	5.31e-05	19
4470	NOA1	gene	96695	5.31e-05	38
4471	RIT2	gene	96686	5.309e-05	26
4472	PI4KA	gene	96648	5.307e-05	26
4473	AXL	gene	96642	5.307e-05	29
4474	CYFIP2	gene	96641	5.307e-05	28
4475	WDR92	gene	96637	5.307e-05	36
4476	WNT2	gene	96599	5.304e-05	21
4477	DOCK11	gene	96593	5.304e-05	33
4478	BMPR1B	gene	96518	5.3e-05	19
4479	KCNQ5	gene	96516	5.3e-05	25
4480	FHL3	gene	96515	5.3e-05	36
4481	TUBD1	gene	96469	5.297e-05	27
4482	RMND5A	gene	96459	5.297e-05	33
4483	GNAZ	gene	96444	5.296e-05	23
4484	DENND1B	gene	96427	5.295e-05	22
4485	GDI1	gene	96420	5.295e-05	28
4486	NUP205	gene	96399	5.293e-05	31
4487	EFEMP1	gene	96372	5.292e-05	33
4488	CHRM2	gene	96369	5.292e-05	21
4489	POLDIP3	gene	96341	5.29e-05	36
4490	COG3	gene	96295	5.288e-05	25
4491	NOC2L	gene	96275	5.287e-05	39
4492	UBR4	gene	96267	5.286e-05	41
4493	MTRES1	gene	96180	5.281e-05	29
4494	PTGIR	gene	96159	5.28e-05	28
4495	KARS1	gene	96156	5.28e-05	39
4496	ZBTB7A	gene	96155	5.28e-05	37
4497	MARK3	gene	96120	5.278e-05	34
4498	RGPD4	gene	96107	5.277e-05	52
4499	STYK1	gene	96093	5.277e-05	39
4500	STOM	gene	96059	5.275e-05	38
4501	ERP44	gene	96053	5.274e-05	33
4502	REXO2	gene	96048	5.274e-05	30
4503	HSPB2	gene	96040	5.274e-05	36
4504	NLGN3	gene	95992	5.271e-05	26
4505	ASS1	gene	95988	5.271e-05	35
4506	EBNA1BP2	gene	95968	5.27e-05	43
4507	PIAS4	gene	95959	5.269e-05	33
4508	GRPEL1	gene	95933	5.268e-05	36
4509	FLYWCH2	gene	95911	5.267e-05	34
4510	GLI3	gene	95904	5.266e-05	30
4511	PMM1	gene	95872	5.265e-05	17
4512	TAX1BP1	gene	95838	5.263e-05	29
4513	DEK	gene	95825	5.262e-05	33
4514	DDA1	gene	95787	5.26e-05	30
4515	SCN10A	gene	95735	5.257e-05	27
4516	POLE	gene	95730	5.257e-05	30
4517	TNFAIP3	gene	95724	5.256e-05	31
4518	MYL12B	gene	95711	5.256e-05	33
4519	PCDHB14	gene	95705	5.255e-05	17
4520	MAGED1	gene	95681	5.254e-05	33
4521	KIFC3	gene	95659	5.253e-05	30
4522	IL13RA2	gene	95633	5.251e-05	33
4523	ATXN2L	gene	95592	5.249e-05	47
4524	GTF3C1	gene	95583	5.249e-05	33
4525	CCND2	gene	95574	5.248e-05	36
4526	ZNF292	gene	95469	5.242e-05	35
4527	SSR1	gene	95430	5.24e-05	39
4528	DHX38	gene	95403	5.239e-05	32
4529	PPARD	gene	95394	5.238e-05	30
4530	GTPBP10	gene	95363	5.237e-05	33
4531	NDC80	gene	95349	5.236e-05	37
4532	TICAM2	gene	95340	5.235e-05	39
4533	TRIM54	gene	95338	5.235e-05	37
4534	SYP	gene	95323	5.234e-05	28
4535	SPRYD4	gene	95316	5.234e-05	34
4536	STT3B	gene	95307	5.233e-05	42
4537	SLC5A1	gene	95298	5.233e-05	12
4538	LRRC3	gene	95296	5.233e-05	20
4539	SMU1	gene	95294	5.233e-05	29
4540	CBR4	gene	95232	5.229e-05	29
4541	MTERF4	gene	95226	5.229e-05	27
4542	NAPA	gene	95183	5.227e-05	25
4543	CNOT10	gene	95180	5.227e-05	33
4544	DR1	gene	95175	5.226e-05	27
4545	ATP6V1G2	gene	95171	5.226e-05	20
4546	NUDT16L1	gene	95169	5.226e-05	34
4547	BAG4	gene	95158	5.225e-05	36
4548	SRSF11	gene	95100	5.222e-05	39
4549	GCC1	gene	95091	5.222e-05	36
4550	PPM1H	gene	95076	5.221e-05	33
4551	FH	gene	95057	5.22e-05	37
4552	ATP5PF	gene	95054	5.22e-05	36
4553	FAM118B	gene	95051	5.219e-05	30
4554	RGPD6	gene	95045	5.219e-05	39
4555	ERVW-1	gene	95039	5.219e-05	25
4556	WDHD1	gene	94954	5.214e-05	30
4557	EBF2	gene	94952	5.214e-05	21
4558	KIF17	gene	94943	5.213e-05	24
4559	CIAO1	gene	94932	5.213e-05	34
4560	ERCC1	gene	94929	5.213e-05	27
4561	NUMBL	gene	94914	5.212e-05	29
4562	GSR	gene	94899	5.211e-05	33
4563	ARHGEF17	gene	94892	5.211e-05	34
4564	SH2D3C	gene	94881	5.21e-05	36
4565	ATP5MC2	gene	94859	5.209e-05	26
4566	DCLRE1C	gene	94845	5.208e-05	26
4567	NDST1	gene	94829	5.207e-05	21
4568	TNIK	gene	94780	5.205e-05	37
4569	DCAF10	gene	94763	5.204e-05	28
4570	ZNF264	gene	94731	5.202e-05	22
4571	FCF1	gene	94723	5.201e-05	33
4572	ACIN1	gene	94718	5.201e-05	42
4573	MDM4	gene	94716	5.201e-05	34
4574	SRD5A1	gene	94695	5.2e-05	17
4575	NME1	gene	94685	5.199e-05	39
4576	DNAAF2	gene	94671	5.199e-05	32
4577	POLR3D	gene	94645	5.197e-05	27
4578	MICAL2	gene	94616	5.196e-05	30
4579	DDX58	gene	94582	5.194e-05	26
4580	BRK1	gene	94578	5.193e-05	26
4581	CD47	gene	94573	5.193e-05	21
4582	ST6GAL1	gene	94560	5.192e-05	26
4583	MIEF1-2	gene	94527	5.191e-05	26
4584	PRKCB	gene	94521	5.19e-05	31
4585	CD151	gene	94521	5.19e-05	24
4586	RBM10	gene	94509	5.19e-05	36
4587	ANKS1B	gene	94492	5.189e-05	29
4588	KLK15	gene	94491	5.189e-05	24
4589	PERP	gene	94482	5.188e-05	23
4590	EIF3K	gene	94464	5.187e-05	44
4591	KIF5A	gene	94454	5.187e-05	26
4592	KAT7	gene	94399	5.184e-05	33
4593	PATJ	gene	94397	5.184e-05	31
4594	AHNAK	gene	94384	5.183e-05	35
4595	POLD3	gene	94380	5.183e-05	34
4596	RBCK1	gene	94373	5.182e-05	27
4597	NSD2	gene	94353	5.181e-05	36
4598	WDYHV1	gene	94301	5.178e-05	33
4599	S100A4	gene	94286	5.177e-05	34
4600	TARBP2	gene	94266	5.176e-05	27
4601	DNM1L	gene	94252	5.176e-05	35
4602	ABLIM2	gene	94217	5.174e-05	23
4603	CPEB4	gene	94196	5.172e-05	43
4604	CHMP2A	gene	94177	5.171e-05	25
4605	NRCAM	gene	94155	5.17e-05	23
4606	AP4B1	gene	94152	5.17e-05	23
4607	PDCD4	gene	94148	5.17e-05	39
4608	BIRC5	gene	94129	5.169e-05	31
4609	BLM	gene	94110	5.168e-05	33
4610	H1-5	gene	94055	5.165e-05	44
4611	AKT2	gene	94026	5.163e-05	32
4612	NKAP	gene	94025	5.163e-05	31
4613	PKP2	gene	94000	5.162e-05	33
4614	GPRC5D	gene	94000	5.162e-05	19
4615	TMOD3	gene	93994	5.161e-05	37
4616	LAMA5	gene	93921	5.157e-05	19
4617	COMMD3-BMI1	gene	93910	5.157e-05	30
4618	PWP2	gene	93863	5.154e-05	32
4619	RACGAP1	gene	93857	5.154e-05	35
4620	CLK2	gene	93850	5.153e-05	36
4621	MYH11	gene	93806	5.151e-05	30
4622	NOS2	gene	93795	5.15e-05	40
4623	TSPAN3	gene	93732	5.147e-05	32
4624	RALGAPA2	gene	93701	5.145e-05	23
4625	PEX19	gene	93701	5.145e-05	27
4626	FAM193A	gene	93692	5.145e-05	43
4627	NTRK3	gene	93652	5.143e-05	28
4628	RPS6KA1	gene	93647	5.142e-05	33
4629	BAG1	gene	93617	5.141e-05	30
4630	VANGL2	gene	93579	5.139e-05	28
4631	GIMAP8	gene	93568	5.138e-05	30
4632	DOCK7	gene	93568	5.138e-05	33
4633	SSB	gene	93533	5.136e-05	46
4634	FRAT2	gene	93519	5.135e-05	29
4635	QSOX2	gene	93516	5.135e-05	36
4636	TXNDC5	gene	93514	5.135e-05	33
4637	RHOBTB2	gene	93486	5.133e-05	40
4638	POLR3H	gene	93459	5.132e-05	29
4639	DBNL	gene	93458	5.132e-05	32
4640	TBC1D19	gene	93420	5.13e-05	24
4641	GORAB	gene	93401	5.129e-05	24
4642	GNAT2	gene	93393	5.128e-05	19
4643	RIPK4	gene	93359	5.127e-05	35
4644	OR10W1	gene	93312	5.124e-05	37
4645	TEAD2	gene	93291	5.123e-05	39
4646	VPS72	gene	93214	5.119e-05	27
4647	DOK6	gene	93197	5.118e-05	21
4648	LRFN2	gene	93197	5.118e-05	22
4649	AKAP3	gene	93192	5.117e-05	17
4650	SRP54	gene	93180	5.117e-05	37
4651	S100A8	gene	93179	5.117e-05	31
4652	COPG2	gene	93178	5.117e-05	29
4653	TP73	gene	93163	5.116e-05	29
4654	AVPR2	gene	93157	5.115e-05	21
4655	PDGFB	gene	93147	5.115e-05	31
4656	BUB1	gene	93108	5.113e-05	37
4657	ATP2B2	gene	93107	5.113e-05	33
4658	TLR9	gene	93087	5.112e-05	26
4659	PCDHGC5	gene	93084	5.111e-05	22
4660	BDH1	gene	93045	5.109e-05	27
4661	EDAR	gene	93039	5.109e-05	24
4662	VPS28	gene	93039	5.109e-05	27
4663	FOXP3	gene	93032	5.109e-05	30
4664	SYNGR1	gene	92996	5.107e-05	27
