rank	node	node_type	visit_count	visit_prob	degree	gat_hub_score
5333	FOXRED1	gene	77721	4.268e-05	28	0.00530616
5334	HP	gene	77715	4.267e-05	25	0.00735347
5335	IK	gene	77708	4.267e-05	33	0.00435064
5336	FLT1	gene	77683	4.266e-05	27	0.00830581
5337	SUGP1	gene	77660	4.264e-05	31	0.00561182
5338	TMEM204	gene	77655	4.264e-05	12	0.08756015
5339	LSM8	gene	77649	4.264e-05	32	0.00482927
5340	ARHGAP18	gene	77640	4.263e-05	33	0.00620306
5341	C1orf210	gene	77637	4.263e-05	15	0.07217572
5342	SLC25A42	gene	77615	4.262e-05	11	0.0947326
5343	COG2	gene	77602	4.261e-05	24	0.00965656
5344	WDCP	gene	77588	4.261e-05	28	0.00590556
5345	BAG1	gene	77581	4.26e-05	30	0.00517425
5346	PLS3	gene	77581	4.26e-05	32	0.00674351
5347	ZNF134	gene	77575	4.26e-05	9	0.21614415
5348	TAPBPL	gene	77569	4.259e-05	12	0.09106473
5349	PAICS	gene	77565	4.259e-05	34	0.00386831
5350	S100B	gene	77564	4.259e-05	28	0.01023411
5351	VCAM1	gene	77525	4.257e-05	26	0.00874051
5352	CD151	gene	77520	4.257e-05	24	0.00883095
5353	MYO1H	gene	77517	4.257e-05	16	0.03793342
5354	ST20	gene	77485	4.255e-05	15	0.08219798
5355	RRAGA	gene	77436	4.252e-05	25	0.00954437
5356	HAT1	gene	77401	4.25e-05	31	0.00529389
5357	COX7A1	gene	77336	4.247e-05	26	0.00518372
5358	FAM163A	gene	77310	4.245e-05	14	0.08132687
5359	CDY1	gene	77309	4.245e-05	39	0.00347366
5360	CNR2	gene	77306	4.245e-05	27	0.00736045
5361	DEK	gene	77304	4.245e-05	33	0.00446291
5362	SPOCK1	gene	77302	4.245e-05	15	0.05310507
5363	PRKAB2	gene	77302	4.245e-05	24	0.01122557
5364	BCL10	gene	77244	4.242e-05	27	0.00571531
5365	RRAGB	gene	77234	4.241e-05	26	0.01072313
5366	STX1B	gene	77221	4.24e-05	25	0.00764321
5367	VBP1	gene	77216	4.24e-05	29	0.0070273
5368	TUBA8	gene	77180	4.238e-05	28	0.00566797
5369	SSR4	gene	77177	4.238e-05	32	0.00456745
5370	LSM12	gene	77161	4.237e-05	33	0.00540041
5371	ITPRIPL2	gene	77149	4.236e-05	13	0.07310371
5372	POLA1	gene	77141	4.236e-05	30	0.00720819
5373	DNAJC5B	gene	77134	4.236e-05	35	0.00537142
5374	NFYC	gene	77123	4.235e-05	31	0.0075673
5375	PWP2	gene	77095	4.233e-05	32	0.00403813
5376	IGLL5	gene	77023	4.229e-05	27	0.00628627
5377	USP20	gene	76992	4.228e-05	31	0.00654005
5378	FANCD2	gene	76988	4.228e-05	32	0.00544378
5379	VTI1A	gene	76981	4.227e-05	23	0.0086473
5380	COMMD3-BMI1	gene	76973	4.227e-05	30	0.00551743
5381	NAAA	gene	76972	4.227e-05	30	0.00976931
5382	UBE2V2	gene	76920	4.224e-05	30	0.00556592
5383	ZNF710	gene	76917	4.224e-05	13	0.06038517
5384	TEP1	gene	76910	4.223e-05	31	0.00469505
5385	TMOD1	gene	76897	4.223e-05	30	0.0067308
5386	DDX23	gene	76876	4.221e-05	33	0.00453444
5387	ERCC4	gene	76866	4.221e-05	30	0.00661401
5388	RALBP1	gene	76828	4.219e-05	28	0.00600991
5389	KIFC1	gene	76827	4.219e-05	28	0.00858378
5390	LAMA1	gene	76826	4.219e-05	22	0.01076603
5391	GTF3C4	gene	76807	4.218e-05	30	0.00733685
5392	ZNF709	gene	76778	4.216e-05	12	0.05817526
5393	DHX57	gene	76752	4.215e-05	33	0.00482911
5394	SEC61A2	gene	76747	4.214e-05	33	0.00503868
5395	TIFAB	gene	76733	4.214e-05	28	0.00633443
5396	DDX58	gene	76728	4.213e-05	26	0.00609951
5397	CD47	gene	76705	4.212e-05	21	0.00845807
5398	PGAP2	gene	76674	4.21e-05	12	0.08796652
5399	TTF2	gene	76669	4.21e-05	29	0.00794748
5400	EPB41L5	gene	76667	4.21e-05	30	0.00568824
5401	IMMP2L	gene	76664	4.21e-05	15	0.05674974
5402	VRK3	gene	76632	4.208e-05	32	0.0058821
5403	PPP4C	gene	76619	4.207e-05	28	0.00589536
5404	FBXO5	gene	76601	4.206e-05	36	0.00370066
5405	GAPDHS	gene	76578	4.205e-05	28	0.01019218
5406	GPR135	gene	76575	4.205e-05	16	0.01836632
5407	ITGAM	gene	76560	4.204e-05	23	0.00746733
5408	ZNF280C	gene	76546	4.203e-05	25	0.00884963
5409	ZNF302	gene	76530	4.202e-05	16	0.05342077
5410	COP1	gene	76529	4.202e-05	28	0.00659341
5411	FAM161B	gene	76499	4.201e-05	14	0.0520865
5412	ATOX1	gene	76474	4.199e-05	32	0.0055366
5413	WDR18	gene	76470	4.199e-05	31	0.00642327
5414	SMAD6	gene	76458	4.198e-05	25	0.00902248
5415	GALNT14	gene	76446	4.198e-05	12	0.08688592
5416	KIAA1586	gene	76424	4.197e-05	14	0.06114679
5417	TRMT61B	gene	76365	4.193e-05	33	0.00647637
5418	DENR	gene	76352	4.193e-05	32	0.00395606
5419	AGO4	gene	76351	4.193e-05	29	0.00661709
5420	ACADM	gene	76351	4.193e-05	30	0.00557077
5421	FOXD1	gene	76301	4.19e-05	14	0.04152883
5422	SKAP1	gene	76289	4.189e-05	26	0.00842984
5423	ADPRH	gene	76271	4.188e-05	17	0.03526963
5424	KIF17	gene	76252	4.187e-05	24	0.00981249
5425	S100A6	gene	76225	4.186e-05	27	0.00970387
5426	PLEKHG7	gene	76222	4.185e-05	13	0.11800768
5427	ZNF536	gene	76222	4.185e-05	19	0.02359194
5428	RGS22	gene	76217	4.185e-05	16	0.02403507
5429	RNF44	gene	76210	4.185e-05	10	0.15603464
5430	FOXB1	gene	76186	4.184e-05	34	0.00668646
5431	CHMP2A	gene	76177	4.183e-05	25	0.00943025
5432	KLHL41	gene	76159	4.182e-05	23	0.0099453
5433	GDNF	gene	76153	4.182e-05	22	0.00850321
5434	NAPA	gene	76102	4.179e-05	25	0.00731057
5435	DNAJB9	gene	76085	4.178e-05	35	0.00468621
5436	NEURL2	gene	76051	4.176e-05	19	0.0169161
5437	KCNQ5	gene	76037	4.175e-05	25	0.00604565
5438	MKRN1	gene	76035	4.175e-05	34	0.00533823
5439	MARCHF5	gene	76033	4.175e-05	26	0.0073658
5440	GPR173	gene	76024	4.175e-05	11	0.13695788
5441	ANP32B	gene	76021	4.174e-05	31	0.00507738
5442	GNG7	gene	76006	4.174e-05	21	0.00722375
5443	PCDHGA12	gene	76001	4.173e-05	9	0.14083221
5444	PTPRF	gene	75996	4.173e-05	26	0.01076174
5445	WNT2	gene	75988	4.173e-05	21	0.00909402
5446	XRCC4	gene	75987	4.173e-05	22	0.00439399
5447	GTSE1	gene	75973	4.172e-05	29	0.00631039
5448	LDB1	gene	75962	4.171e-05	24	0.00720332
5449	RBBP8	gene	75932	4.17e-05	30	0.00589322
5450	IPPK	gene	75914	4.169e-05	25	0.01357848
5451	PPP3R1	gene	75913	4.169e-05	23	0.00932555
5452	HCN2	gene	75906	4.168e-05	9	0.14542624
5453	PTPRZ1	gene	75893	4.167e-05	24	0.00911189
5454	STK26	gene	75887	4.167e-05	26	0.00878063
5455	KMT2D	gene	75880	4.167e-05	29	0.00686643
5456	ABCD3	gene	75871	4.166e-05	30	0.0054397
5457	NFIA	gene	75857	4.165e-05	21	0.00684044
5458	XRCC3	gene	75832	4.164e-05	34	0.0064991
5459	DR1	gene	75821	4.163e-05	27	0.00650848
5460	ARHGEF2	gene	75724	4.158e-05	29	0.00542485
5461	SFTA3	gene	75718	4.158e-05	8	0.1706677
5462	MYL9	gene	75715	4.158e-05	26	0.00846948
5463	WNT11	gene	75712	4.157e-05	19	0.00805286
5464	HCFC2	gene	75708	4.157e-05	28	0.00774772
5465	SNX29	gene	75705	4.157e-05	19	0.03231718
5466	CDKL3	gene	75665	4.155e-05	14	0.07486311
5467	KLHL40	gene	75645	4.154e-05	24	0.01141705
5468	ANGPTL2	gene	75610	4.152e-05	15	0.03344173
5469	TNFAIP1	gene	75598	4.151e-05	25	0.0062523
5470	NRCAM	gene	75593	4.151e-05	23	0.00980673
5471	TRIM39	gene	75576	4.15e-05	28	0.01486061
5472	NBN	gene	75570	4.15e-05	32	0.00419557
5473	UTP18	gene	75554	4.149e-05	32	0.00395099
5474	P4HA2	gene	75553	4.149e-05	28	0.00784035
5475	LARP4	gene	75543	4.148e-05	32	0.00543192
5476	CUX2	gene	75522	4.147e-05	16	0.06965251
5477	TARBP2	gene	75488	4.145e-05	27	0.0067346
5478	FBXL20	gene	75460	4.144e-05	16	0.02008622
5479	TLE4	gene	75447	4.143e-05	24	0.00976062
5480	COA3	gene	75446	4.143e-05	30	0.00560766
5481	COL18A1	gene	75445	4.143e-05	23	0.00854739
5482	H2BC18	gene	75445	4.143e-05	31	0.00389417
5483	ZNF641	gene	75408	4.141e-05	15	0.02990782
5484	EPHA7	gene	75402	4.14e-05	24	0.01007071
5485	TMX1	gene	75394	4.14e-05	28	0.00769972
5486	GTF3C5	gene	75393	4.14e-05	29	0.00640747
5487	HTR3A	gene	75366	4.138e-05	23	0.01332658
5488	ADIPOQ	gene	75365	4.138e-05	23	0.00950035
5489	NOP14	gene	75353	4.138e-05	31	0.00466404
5490	PPP6C	gene	75348	4.137e-05	29	0.00624494
5491	TFB1M	gene	75341	4.137e-05	32	0.00408286
5492	TP63	gene	75313	4.136e-05	29	0.00563155
5493	GRM5	gene	75298	4.135e-05	22	0.00911396
5494	CDY1B	gene	75296	4.135e-05	38	0.0035475
5495	USP25	gene	75285	4.134e-05	26	0.00948369
5496	TMEM33	gene	75273	4.133e-05	28	0.00561503
5497	TTC31	gene	75247	4.132e-05	18	0.03359393
5498	SAMM50	gene	75233	4.131e-05	27	0.00730799
5499	RHO	gene	75221	4.131e-05	22	0.00625123
5500	PTMA	gene	75215	4.13e-05	31	0.00497238
5501	ADH5	gene	75208	4.13e-05	15	0.0536512
5502	KDM4A	gene	75207	4.13e-05	21	0.00499695
5503	RETREG3	gene	75196	4.129e-05	25	0.00962788
5504	ZBED4	gene	75171	4.128e-05	18	0.0317345
5505	USP2	gene	75150	4.127e-05	29	0.00772776
5506	E5RI56_HUMAN	gene	75134	4.126e-05	29	0.00937658
5507	ACVR2A	gene	75123	4.125e-05	19	0.01127862
5508	UPF2	gene	75109	4.124e-05	29	0.00621519
5509	TWF2	gene	75097	4.124e-05	26	0.00567083
5510	IL17D	gene	75094	4.124e-05	11	0.07566937
5511	WHRN	gene	75090	4.123e-05	24	0.00742997
5512	ORAI2	gene	75088	4.123e-05	10	0.04991836
5513	KCTD14	gene	75085	4.123e-05	16	0.04983587
5514	TLE5	gene	75083	4.123e-05	25	0.00983668
5515	CHRAC1	gene	75069	4.122e-05	29	0.00795613
5516	INS	gene	75065	4.122e-05	27	0.01041276
5517	CAPN5	gene	75024	4.12e-05	14	0.0515976
5518	DGCR6L	gene	75022	4.12e-05	13	0.07789262
5519	ZNF708	gene	75021	4.12e-05	11	0.105226
5520	ECH1	gene	75004	4.119e-05	30	0.00759266
5521	PPIL2	gene	74988	4.118e-05	29	0.00393355
5522	FGR	gene	74939	4.115e-05	26	0.0067761
5523	PHOSPHO2	gene	74927	4.114e-05	10	0.1083116
5524	UMODL1	gene	74917	4.114e-05	16	0.03423941
5525	ETFB	gene	74897	4.113e-05	27	0.00893538
5526	TEKT5	gene	74896	4.113e-05	12	0.11953466
5527	STAP1	gene	74896	4.113e-05	19	0.02081538
5528	NOD2	gene	74886	4.112e-05	25	0.00691841
5529	CWC27	gene	74885	4.112e-05	30	0.00442585
5530	ZNF543	gene	74884	4.112e-05	13	0.05044283
5531	WDR75	gene	74870	4.111e-05	31	0.00449331
5532	SBDS	gene	74868	4.111e-05	32	0.00551823
5533	SPRY2	gene	74863	4.111e-05	25	0.00898382
5534	CRYBG3	gene	74818	4.108e-05	18	0.02091101
5535	TMBIM1	gene	74811	4.108e-05	9	0.11459515
5536	PPP2R5A	gene	74811	4.108e-05	25	0.00741826
5537	ACTG2	gene	74803	4.108e-05	28	0.00541053
5538	PRR15L	gene	74785	4.107e-05	13	0.06062259
5539	PNPT1	gene	74754	4.105e-05	29	0.00711146
5540	BLM	gene	74743	4.104e-05	33	0.00517613
5541	FASTK	gene	74742	4.104e-05	19	0.02188892
5542	H1-6	gene	74736	4.104e-05	32	0.00721329
5543	ANXA6	gene	74711	4.103e-05	27	0.00688236
5544	RSL24D1	gene	74708	4.102e-05	34	0.00405716
5545	SNAPC4	gene	74708	4.102e-05	28	0.00740019
5546	DUX4	gene	74696	4.102e-05	33	0.00306532
5547	EMSY	gene	74692	4.101e-05	30	0.00620116
5548	STX18	gene	74689	4.101e-05	25	0.00582907
5549	ROR2	gene	74675	4.101e-05	26	0.00899609
5550	HIP1R	gene	74675	4.101e-05	26	0.00648857
5551	NLRP3	gene	74668	4.1e-05	27	0.00733939
5552	CARD6	gene	74668	4.1e-05	12	0.07626439
5553	VPS72	gene	74660	4.1e-05	27	0.00658226
5554	TOMM70	gene	74636	4.098e-05	26	0.00542642
5555	ATP5MC2	gene	74608	4.097e-05	26	0.00910259
5556	GLMP	gene	74601	4.096e-05	27	0.01087777
5557	ERLIN1	gene	74591	4.096e-05	26	0.00630675
5558	GNAT2	gene	74574	4.095e-05	19	0.00883748
5559	HIRA	gene	74554	4.094e-05	29	0.00636847
5560	GIT1	gene	74548	4.094e-05	23	0.00763724
5561	TSTD2	gene	74525	4.092e-05	17	0.04891193
5562	POLR3D	gene	74524	4.092e-05	27	0.00725901
5563	WDR48	gene	74505	4.091e-05	30	0.00574362
5564	TUBA3E	gene	74505	4.091e-05	24	0.00769833
5565	CSGALNACT2	gene	74478	4.09e-05	24	0.01425273
5566	HDAC8	gene	74469	4.089e-05	26	0.00577924
5567	KDM2B	gene	74443	4.088e-05	28	0.00534826
5568	NSRP1	gene	74433	4.087e-05	34	0.00499312
5569	FGG	gene	74428	4.087e-05	26	0.005647
5570	IFT80	gene	74425	4.087e-05	24	0.00697509
5571	SRPRA	gene	74415	4.086e-05	32	0.00434073
5572	CHRM2	gene	74409	4.086e-05	21	0.0091115
5573	BNIP1	gene	74396	4.085e-05	25	0.00603516
5574	ZFY	gene	74395	4.085e-05	12	0.06895255
5575	ZNF426	gene	74382	4.084e-05	15	0.03866633
5576	HAUS8	gene	74359	4.083e-05	23	0.00725306
5577	SHE	gene	74354	4.083e-05	10	0.12129583
5578	TTC4	gene	74345	4.082e-05	28	0.00559045
5579	MMP19	gene	74344	4.082e-05	14	0.0633555
5580	NELFE	gene	74343	4.082e-05	27	0.00648105
5581	HOMER1	gene	74333	4.082e-05	22	0.00842488
5582	SYN1	gene	74327	4.081e-05	23	0.00698509
5583	BHLHE40	gene	74299	4.08e-05	28	0.00661669
5584	ATAD3B	gene	74285	4.079e-05	33	0.00418747
5585	CLEC14A	gene	74272	4.078e-05	27	0.00806621
5586	VAV2	gene	74245	4.077e-05	26	0.00674176
5587	UPK1A	gene	74240	4.077e-05	24	0.01506248
5588	TP73	gene	74231	4.076e-05	29	0.0062307
5589	DYNLT3	gene	74224	4.076e-05	23	0.01095562
5590	SLC25A25	gene	74192	4.074e-05	30	0.00490792
5591	CEP55	gene	74191	4.074e-05	28	0.00772641
5592	NDUFAF5	gene	74156	4.072e-05	28	0.0059382
5593	NAGK	gene	74155	4.072e-05	27	0.00878018
5594	JPH1	gene	74146	4.071e-05	27	0.00850934
5595	CEP85	gene	74143	4.071e-05	30	0.00629362
5596	AGTR1	gene	74087	4.068e-05	23	0.006311
5597	TSKU	gene	74077	4.068e-05	13	0.06482368
5598	NRXN3	gene	74071	4.067e-05	21	0.01157241
5599	PAK4	gene	74064	4.067e-05	24	0.00702769
5600	CHERP	gene	74050	4.066e-05	32	0.00413997
5601	TEX10	gene	74015	4.064e-05	29	0.00525707
5602	UBE2L6	gene	73992	4.063e-05	28	0.00693278
5603	CD177	gene	73983	4.063e-05	25	0.00740503
5604	ARPP19	gene	73982	4.062e-05	15	0.0352703
5605	SCAMP2	gene	73976	4.062e-05	24	0.00901987
5606	TIMM44	gene	73972	4.062e-05	28	0.00598451
5607	RYK	gene	73941	4.06e-05	23	0.01228195
5608	CRYGS	gene	73940	4.06e-05	14	0.04689457
5609	EARS2	gene	73932	4.06e-05	34	0.00371978
5610	SURF4	gene	73920	4.059e-05	28	0.00532329
5611	WIPF1	gene	73920	4.059e-05	25	0.00621388
5612	NCAM1	gene	73880	4.057e-05	24	0.00784913
5613	RCN1	gene	73863	4.056e-05	29	0.00592255
5614	CEP135	gene	73854	4.055e-05	27	0.00952238
5615	AVPR2	gene	73850	4.055e-05	21	0.0045454
5616	LRGUK	gene	73833	4.054e-05	25	0.01036427
5617	SLC34A3	gene	73828	4.054e-05	9	0.11031005
5618	EXOC2	gene	73823	4.054e-05	23	0.00847052
5619	SLCO2A1	gene	73786	4.052e-05	7	0.18851008
5620	RBM15	gene	73784	4.052e-05	30	0.00482708
5621	TPM2	gene	73760	4.05e-05	29	0.00543171
5622	SMU1	gene	73758	4.05e-05	29	0.0042533
5623	BCKDHB	gene	73749	4.05e-05	27	0.00700092
5624	SLCO1B3	gene	73734	4.049e-05	15	0.05063857
5625	HERPUD2	gene	73723	4.048e-05	10	0.16443976
5626	SGTB	gene	73716	4.048e-05	29	0.00734194
5627	SCUBE2	gene	73694	4.047e-05	15	0.03376652
5628	USF1	gene	73665	4.045e-05	29	0.00575487
5629	AP4B1	gene	73632	4.043e-05	23	0.00784155
5630	CAMK2B	gene	73620	4.043e-05	25	0.0085971
5631	SPINT2	gene	73615	4.042e-05	25	0.01172898
5632	RFX7	gene	73598	4.041e-05	19	0.01588035
5633	DRD2	gene	73584	4.041e-05	22	0.00759183
5634	PRSS16	gene	73583	4.041e-05	10	0.11550709
5635	NMD3	gene	73580	4.04e-05	32	0.00556594
5636	COPZ1	gene	73579	4.04e-05	26	0.00742119
5637	PSMB3	gene	73575	4.04e-05	27	0.00453594
5638	DPYSL2	gene	73530	4.038e-05	24	0.00715945
5639	DIMT1	gene	73495	4.036e-05	33	0.00367347
5640	DNAJC3	gene	73456	4.034e-05	32	0.00470779
5641	FERMT2	gene	73436	4.033e-05	26	0.00946747
5642	CA7	gene	73434	4.032e-05	10	0.11837735
5643	LRRC57	gene	73385	4.03e-05	16	0.02819079
5644	ERH	gene	73358	4.028e-05	32	0.00457569
5645	RGS20	gene	73352	4.028e-05	23	0.01145887
5646	VPS11	gene	73342	4.027e-05	25	0.00987445
5647	ATP5IF1	gene	73334	4.027e-05	29	0.00761457
5648	MFN1	gene	73319	4.026e-05	22	0.00774444
5649	PDE7A	gene	73278	4.024e-05	16	0.04676177
5650	DDR1	gene	73261	4.023e-05	28	0.00698641
5651	MBD6	gene	73260	4.023e-05	17	0.02438766
5652	OR10H1	gene	73251	4.022e-05	10	0.13522246
5653	GRB10	gene	73224	4.021e-05	25	0.00958462
5654	DYRK1B	gene	73196	4.019e-05	28	0.00892991
5655	RIF1	gene	73195	4.019e-05	30	0.00472047
5656	PPFIBP1	gene	73187	4.019e-05	25	0.00684158
5657	TUBAL3	gene	73162	4.017e-05	25	0.00632738
5658	UROS	gene	73157	4.017e-05	12	0.06750716
5659	CHRM5	gene	73151	4.017e-05	13	0.04624097
5660	KLF15	gene	73139	4.016e-05	32	0.00893455
5661	ACTR1B	gene	73133	4.016e-05	27	0.00586854
5662	UTP20	gene	73106	4.014e-05	29	0.00565535
5663	ATP5MC3	gene	73068	4.012e-05	25	0.00945389
5664	EEA1	gene	73067	4.012e-05	26	0.00873011
5665	RAB13	gene	73051	4.011e-05	25	0.00774018
5666	PRDX5	gene	73024	4.01e-05	30	0.00768931
5667	MAPK13	gene	73014	4.009e-05	31	0.00571232
5668	ABHD14B	gene	73012	4.009e-05	15	0.03017704
5669	GRM1	gene	72982	4.008e-05	25	0.00728967
5670	L3MBTL2	gene	72948	4.006e-05	29	0.00698813
5671	ARHGAP31	gene	72945	4.006e-05	17	0.01129788
5672	YARS2	gene	72935	4.005e-05	30	0.007722
5673	UHRF2	gene	72924	4.004e-05	32	0.00450664
5674	SASS6	gene	72884	4.002e-05	27	0.01131064
5675	CCDC28A	gene	72883	4.002e-05	16	0.03292723
5676	RNF185	gene	72840	4e-05	24	0.00695678
5677	KCNAB2	gene	72832	3.999e-05	25	0.00940692
5678	TCP11L2	gene	72831	3.999e-05	18	0.01359876
5679	RAP2A	gene	72824	3.999e-05	27	0.00925438
5680	CRYAB	gene	72800	3.998e-05	26	0.00841072
5681	NUP54	gene	72734	3.994e-05	26	0.00713594
5682	POTEE	gene	72730	3.994e-05	28	0.00647175
5683	CCDC115	gene	72717	3.993e-05	22	0.01037714
5684	SSU72	gene	72715	3.993e-05	26	0.00521778
5685	HSD3B7	gene	72588	3.986e-05	37	0.0034358
5686	PHF19	gene	72577	3.985e-05	29	0.0051131
5687	NDUFB2	gene	72555	3.984e-05	24	0.00502186
5688	CENPE	gene	72552	3.984e-05	29	0.00498555
5689	TCTN2	gene	72543	3.983e-05	23	0.01286478
5690	MPP5	gene	72541	3.983e-05	25	0.0069211
5691	GTPBP6	gene	72536	3.983e-05	30	0.0036365
5692	ISY1	gene	72516	3.982e-05	30	0.00503046
5693	MTRES1	gene	72489	3.981e-05	29	0.00416869
5694	PIK3IP1	gene	72470	3.979e-05	14	0.06641147
5695	TIMM17B	gene	72452	3.978e-05	28	0.006145
5696	ENSP00000492220	gene	72443	3.978e-05	29	0.00713187
5697	RNASEL	gene	72442	3.978e-05	24	0.00985836
5698	MAPK7	gene	72434	3.977e-05	27	0.00704425
5699	GSDMB	gene	72428	3.977e-05	14	0.04973671
5700	UTP15	gene	72395	3.975e-05	30	0.00449887
5701	SPIRE2	gene	72368	3.974e-05	18	0.02052905
5702	INPP4B	gene	72363	3.974e-05	9	0.1030098
5703	RNF126	gene	72361	3.973e-05	27	0.00588367
5704	HEATR3	gene	72351	3.973e-05	28	0.00779348
5705	GNG4	gene	72350	3.973e-05	20	0.00588241
5706	MEF2D	gene	72347	3.973e-05	27	0.00620555
5707	MINK1	gene	72327	3.972e-05	26	0.0078339
5708	SUPV3L1	gene	72312	3.971e-05	30	0.00582061
5709	DHRS4	gene	72310	3.971e-05	25	0.01076158
5710	SERPINB5	gene	72305	3.97e-05	26	0.00722188
5711	KIAA1324	gene	72302	3.97e-05	15	0.02261187
5712	GOLGA5	gene	72296	3.97e-05	23	0.01096798
5713	TXLNA	gene	72295	3.97e-05	26	0.00925784
5714	USP21	gene	72290	3.97e-05	27	0.00722976
5715	TXNL4A	gene	72275	3.969e-05	28	0.00535938
5716	HAUS5	gene	72249	3.967e-05	24	0.00744247
5717	GEMIN4	gene	72234	3.967e-05	28	0.00643032
5718	TARS2	gene	72223	3.966e-05	32	0.00603889
5719	BTNL8	gene	72220	3.966e-05	20	0.01391848
5720	FAM199X	gene	72219	3.966e-05	13	0.05733333
5721	LAT2	gene	72210	3.965e-05	13	0.01760438
5722	IL2	gene	72207	3.965e-05	21	0.00905398
5723	TMEM199	gene	72189	3.964e-05	22	0.0084367
5724	EDARADD	gene	72186	3.964e-05	15	0.02093554
5725	PPARGC1B	gene	72185	3.964e-05	25	0.00639711
5726	CCDC66	gene	72183	3.964e-05	17	0.02364754
5727	CRY1	gene	72179	3.963e-05	24	0.0074421
5728	PNO1	gene	72174	3.963e-05	30	0.00373212
5729	VPS18	gene	72138	3.961e-05	24	0.00947592
5730	DCUN1D4	gene	72123	3.96e-05	24	0.00755239
5731	C3AR1	gene	72117	3.96e-05	22	0.01186389
5732	KIAA1671	gene	72110	3.96e-05	29	0.00493201
5733	PPP2R5C	gene	72106	3.959e-05	25	0.00612895
5734	RAB11FIP5	gene	72092	3.959e-05	26	0.00661667
5735	NUDC	gene	72092	3.959e-05	28	0.00589088
5736	PPP1R8	gene	72061	3.957e-05	30	0.00400609
5737	MAP2K5	gene	72056	3.957e-05	29	0.00607386
5738	FOSL2	gene	72055	3.957e-05	25	0.00756593
5739	AREG	gene	72044	3.956e-05	23	0.00630113
5740	STARD4	gene	72021	3.955e-05	9	0.13623272
5741	EFCAB13	gene	72017	3.955e-05	25	0.00888234
5742	MMP14	gene	71970	3.952e-05	25	0.0075411
5743	PPP4R3B	gene	71958	3.951e-05	26	0.00762115
5744	PPAN	gene	71958	3.951e-05	31	0.00675219
5745	LACTB	gene	71930	3.95e-05	30	0.00591679
5746	TMEM41B	gene	71914	3.949e-05	28	0.0071796
5747	RIMKLA	gene	71912	3.949e-05	6	0.20281931
5748	STX2	gene	71904	3.948e-05	22	0.00718003
5749	SPIN4	gene	71888	3.948e-05	12	0.04037432
5750	ATG101	gene	71872	3.947e-05	25	0.00879743
5751	HBEGF	gene	71847	3.945e-05	24	0.00636074
5752	CHPF2	gene	71822	3.944e-05	12	0.04391181
5753	ADGRB1	gene	71816	3.944e-05	25	0.00776242
5754	NKX6-1	gene	71811	3.943e-05	10	0.09667126
5755	MAGI1	gene	71793	3.942e-05	25	0.00916177
5756	ZNF408	gene	71785	3.942e-05	25	0.00968164
5757	COG7	gene	71780	3.942e-05	22	0.00960777
5758	C9orf72	gene	71777	3.941e-05	26	0.00762722
5759	GLI4	gene	71751	3.94e-05	11	0.11844916
5760	OSCP1	gene	71751	3.94e-05	12	0.05730541
5761	ENO2	gene	71741	3.939e-05	28	0.00668381
5762	MCTP1	gene	71728	3.939e-05	9	0.10696118
5763	ENOX2	gene	71722	3.938e-05	16	0.02065472
5764	CUTC	gene	71717	3.938e-05	12	0.04744209
5765	NDUFAF4	gene	71706	3.938e-05	26	0.00597617
5766	IGF1	gene	71619	3.933e-05	24	0.00921691
5767	SMG5	gene	71594	3.931e-05	29	0.00480717
5768	LTBR	gene	71590	3.931e-05	24	0.01135877
5769	FEZF2	gene	71585	3.931e-05	10	0.12032233
5770	DUT	gene	71559	3.929e-05	29	0.00654427
5771	ASAP1	gene	71559	3.929e-05	22	0.00898392
5772	OST4	gene	71548	3.929e-05	28	0.00667246
5773	LIMK1	gene	71532	3.928e-05	24	0.0091911
5774	PRKCSH	gene	71521	3.927e-05	27	0.00660191
5775	BCCIP	gene	71517	3.927e-05	29	0.00521975
5776	CD40	gene	71516	3.927e-05	23	0.00592121
5777	CD274	gene	71516	3.927e-05	24	0.00819317
5778	NKIRAS1	gene	71514	3.927e-05	10	0.13149339
5779	FRAT1	gene	71498	3.926e-05	15	0.01534307
5780	NSUN2	gene	71477	3.925e-05	30	0.00269206
5781	SCGB1D1	gene	71465	3.924e-05	22	0.01298827
5782	CPVL	gene	71414	3.921e-05	26	0.0070943
5783	VPS16	gene	71401	3.921e-05	24	0.01123884
5784	DHX36	gene	71376	3.919e-05	30	0.00446702
5785	ALDH1B1	gene	71338	3.917e-05	27	0.00528232
5786	CFLAR	gene	71334	3.917e-05	24	0.00763843
5787	H2AW	gene	71332	3.917e-05	29	0.00360606
5788	NGDN	gene	71322	3.916e-05	28	0.00413617
5789	GART	gene	71314	3.916e-05	29	0.00547006
5790	UBXN6	gene	71312	3.916e-05	25	0.00808376
5791	CEP70	gene	71301	3.915e-05	26	0.01192017
5792	ECHDC1	gene	71295	3.915e-05	34	0.00404775
5793	SSX2IP	gene	71277	3.914e-05	26	0.00720078
5794	RSPO4	gene	71245	3.912e-05	8	0.13487694
5795	MAP4K1	gene	71237	3.912e-05	26	0.00599369
5796	TUBGCP2	gene	71233	3.912e-05	26	0.00836463
5797	KLHDC8B	gene	71229	3.911e-05	10	0.07767909
5798	CCN2	gene	71226	3.911e-05	23	0.00665913
5799	SCRN3	gene	71222	3.911e-05	12	0.08501579
5800	DGKA	gene	71218	3.911e-05	14	0.05579027
